"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1TNMY0008","2008","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       122","N","        80","N","         8","N","  91.9"," ,N,0826, ","   1236.3"," ,N"
"US1TNMY0008","2009","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       143","N","        92","N","        17","N"," 176.0"," ,N,0502, ","   1577.4"," ,N"
"US1TNMY0008","2010","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       101","N","        65","N","        22","N"," 123.7"," ,N,0503, ","   1614.7"," ,N"
"US1TNMY0008","2011","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       121","N","        80","N","        19","N","  60.7"," ,N,0906, ","   1391.6"," ,N"
"US1TNMY0008","2012","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       129","N","        83","N","        15","N","  70.1"," ,N,0918, ","   1256.6"," ,N"
"US1TNMY0008","2013","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       138","N","        88","N","        16","N","  60.2"," ,N,1206, ","   1376.8"," ,N"
"US1TNMY0008","2014","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       127","N","        78","N","        21","N","  78.7"," ,N,0605, ","   1537.3"," ,N"
"US1TNMY0008","2015","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       139","N","        93","N","        16","N","  66.3"," ,N,1002, ","   1470.7"," ,N"
"US1TNMY0008","2016","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       111","N","        71","N","        17","N","  41.9"," ,N,0521, ","   1079.2"," ,N"
"US1TNMY0008","2017","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       130","N","        82","N","        22","N","  76.5"," ,N,1223, ","   1481.4"," ,N"
"US1TNMY0008","2018","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       146","N","        96","N","        18","N","  83.8"," ,N,0301, ","   1698.2"," ,N"
"US1TNMY0008","2019","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       139","N","        96","N","        20","N","  69.9"," ,N,1007, ","   1643.8"," ,N"
"US1TNMY0008","2020","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       158","N","       105","N","        17","N"," 109.2"," ,N,0914, ","   1740.8"," ,N"
"US1TNMY0008","2021","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       135","N","        90","N","        17","N"," 114.3"," ,N,0328, ","   1588.6"," ,N"
"US1TNMY0008","2022","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       120","N","        84","N","        18","N","  79.0"," ,N,0903, ","   1425.9"," ,N"
"US1TNMY0008","2023","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       109","N","        82","N","        15","N","  71.4"," ,N,0104, ","   1272.1"," ,N"
"US1TNMY0008","2024","35.607219","-87.05921","220.1","COLUMBIA 1.2 SSW, TN US","       118","N","        85","N","        14","N","  67.1"," ,N,0722, ","   1294.3"," ,N"
