"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000FCEN","2005","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1610.6","","    1610.6","U","         0","U","         5","U","         0","U","       321","U","       107","U","   -2.2","U,0124, ","   37.8","U,0815, ","0.0","U,1228","","","","","","","0.0","U,0319","-2.2","U,0124","","","","","","","","","     21.35","U","     28.09","U","     14.61","U"
"USR0000FCEN","2006","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1681.5","","    1681.5","U","         0","U","        12","U","         0","U","       338","U","       152","U","   -5.0","U,0214, ","   38.9","U,0528,+","","","","","","","","","-0.6","U,0327","-2.2","U,0215","-5.0","U,0214","","","     520.2","2","     520.2","U","     21.64","U","     29.12","U","     14.16","U"
"USR0000FCEN","2007","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1679.3","","    1679.3","U","         0","U","         7","U","         0","U","       331","U","       121","U","   -3.9","U,0217, ","   37.8","U,0814,+","0.0","U,1117","","","","","","","-1.1","U,0306","-3.9","U,0217","","","","","     434.5","5","     434.5","U","     21.78","U","     28.66","U","     14.90","U"
"USR0000FCEN","2008","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1533.1","","    1533.1","U","         0","U","        12","U","         0","U","       327","U","       105","U","   -2.2","U,0103, ","   38.3","U,0602, ","-1.7","U,1120","","","","","","","0.0","U,0309","-2.2","U,0103","","","","","     408.0","0","     408.0","U","     21.08","U","     28.09","U","     14.07","U"
"USR0000FCEN","2009","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1722.6","","    1722.6","U","         0","U","        18","U","         0","U","       322","U","       140","U","   -6.7","U,0122, ","   38.3","U,0622,+","","","","","","","","","0.0","U,0408","-3.9","U,0221","-6.1","U,0206","-6.7","U,0122","     614.4","4","     614.4","U","     21.49","U","     28.56","U","     14.42","U"
"USR0000FCEN","2010","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1544.2","","    1544.2","U","         0","U","        42","U","         0","U","       288","U","       120","U","   -7.2","U,0111, ","   37.8","U,0730, ","-0.6","U,1203","-2.8","U,1207","-4.4","U,1208","-6.7","U,1229","-2.2","U,0307","-2.2","U,0307","-6.7","U,0112","-6.7","U,0112","     735.9","9","     735.9","U","     19.97","U","     27.12","U","     12.81","U"
"USR0000FCEN","2011","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1681.8","","    1681.8","U","         0","U","        12","U","         0","U","       327","U","       140","U","   -3.3","U,0123, ","   38.9","U,0614, ","","","","","","","","","0.0","U,0312","-2.8","U,0213","","","","","     669.2","2","     669.2","U","     21.74","U","     29.07","U","     14.42","U"
"USR0000FCEN","2012","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1632.4","","    1632.4","U","         0","U","        15","U","         0","U","       336","U","       108","U","   -5.0","U,0213,+","   36.1","U,0721,+","0.0","U,1109","-2.2","U,1222","","","","","-5.0","U,0213","-5.0","U,0213","-5.0","U,0213","","","     345.3","3","     345.3","U","     21.58","U","     28.61","U","     14.55","U"
"USR0000FCEN","2013","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     511.3","3","     511.3","U","","","","","",""
"USR0000FCEN","2017","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","","","","","         0","U","         9","U","         0","U","       338","U","       142","U","   -1.1","U,1211, ","   37.8","U,0705,+","0.0","U,1210","","","","","","","-0.6","U,0317","","","","","","","     285.9","9","     285.9","U","     22.45","U","     29.54","U","     15.36","U"
"USR0000FCEN","2018","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1786.6","","    1786.6","U","         0","U","        13","U","         0","U","       325","U","       123","U","   -5.0","U,0119,+","   36.1","U,0913,+","-1.7","U,1212","","","","","","","-1.7","U,0316","-5.0","U,0119","-5.0","U,0119","","","","","","","     21.91","U","     28.50","U","     15.32","U"
"USR0000FCEN","2019","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1903.2","","    1903.2","U","         0","U","         5","U","         0","U","       333","U","       133","U","   -1.1","U,0129, ","   38.3","U,0702,+","","","","","","","","","-0.6","U,0307","","","","","","","     397.3","3","     397.3","U","     22.57","U","     29.27","U","     15.87","U"
"USR0000FCEN","2020","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   2026.1","","    2026.1","U","         0","U","         6","U","         0","U","       333","U","       149","U","   -2.8","U,1227, ","   38.3","U,0629, ","-0.6","U,1202","-2.2","U,1226","","","","","0.0","U,0208","","","","","","","     319.0","0","     319.0","U","     22.86","U","     29.43","U","     16.30","U"
"USR0000FCEN","2021","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1760.8","","    1760.8","U","         0","U","         5","U","         0","U","       332","U","       130","U","   -3.3","U,0204, ","   37.2","U,0612, ","","","","","","","","","-3.3","U,0204","-3.3","U,0204","","","","","     432.6","6","     432.6","U","     22.11","U","     28.91","U","     15.31","U"
"USR0000FCEN","2022","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1829.9","","    1829.9","U","         0","U","        12","U","         0","U","       328","U","       136","U","   -5.6","U,0130, ","   38.9","U,0623, ","-2.2","U,1224","-2.2","U,1224","","","","","-0.6","U,0210","-5.6","U,0130","-5.6","U,0130","","","     381.2","2","     381.2","U","     22.18","U","     29.03","U","     15.32","U"
"USR0000FCEN","2023","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1863.5","","    1863.5","U","         0","U","         4","U","         0","U","       339","U","       133","U","   -3.3","U,0115, ","   38.9","U,0811, ","","","","","","","","","0.0","U,0128","-2.2","U,0116","","","","","     313.5","5","     313.5","U","     22.61","U","     29.46","U","     15.76","U"
"USR0000FCEN","2024","29.105","-81.63","18.6","CENTRAL FLORIDA, FL US","   1935.1","","    1935.1","U","         0","U","         2","U","         0","U","       330","U","       140","U","   -0.6","U,1203, ","   38.9","U,0609,+","-0.6","U,1203","","","","","","","0.0","U,0121","","","","","","","     382.6","6","     382.6","U","     22.49","U","     29.23","U","     15.75","U"
