"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000SSAV","2003","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1280.3","","    1280.3","U","         0","U","        12","U","         0","U","       257","U","        39","U","   -7.2","U,0124, ","   34.4","U,0827,+","-2.2","U,1221","-2.2","U,1221","","","","","-1.7","U,0128","-3.3","U,0125","-7.2","U,0124","-7.2","U,0124","","","","","     19.11","U","     23.96","U","     14.27","U"
"USR0000SSAV","2004","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1397.6","","    1397.6","U","         0","U","        15","U","         0","U","       254","U","        41","U","   -2.8","U,1220,+","   35.6","U,0612, ","-1.7","U,1215","-2.2","U,1216","","","","","0.0","U,0208","-2.8","U,0111","","","","","    1013.8","8","    1013.8","U","     19.36","U","     24.03","U","     14.69","U"
"USR0000SSAV","2005","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1372.0","","    1372.0","U","         0","U","        11","U","         0","U","       253","U","        59","U","   -4.4","U,0124, ","   36.7","U,0917,+","-1.7","U,1222","","","","","","","0.0","U,0302","-4.4","U,0124","-4.4","U,0124","","","     917.6","6","     917.6","U","     19.43","U","     24.34","U","     14.52","U"
"USR0000SSAV","2006","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1399.7","","    1399.7","U","         0","U","         4","U","         0","U","       268","U","        78","U","   -3.3","U,1209, ","   37.2","U,0808,+","-1.7","U,1208","-3.3","U,1209","","","","","0.0","U,0214","","","","","","","     846.1","1","     846.1","U","     19.97","U","     25.57","U","     14.37","U"
"USR0000SSAV","2008","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1388.7","","    1388.7","U","         0","U","        13","U","         0","U","       263","U","        70","U","   -2.8","U,0104,+","   38.3","U,0721, ","-1.7","U,1119","","","","","","","-1.1","U,0228","-2.8","U,0104","","","","","     774.0","0","     774.0","U","     19.61","U","     25.01","U","     14.21","U"
"USR0000SSAV","2009","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1370.1","","    1370.1","U","         0","U","        14","U","         0","U","       267","U","        60","U","   -5.0","U,0117, ","   36.1","U,0811, ","","","","","","","","","-1.1","U,0304","-4.4","U,0205","-4.4","U,0205","","","     953.5","5","     953.5","U","     19.57","U","     24.63","U","     14.51","U"
"USR0000SSAV","2010","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1579.0","","    1579.0","U","         0","U","        35","U","         0","U","       252","U","        93","U","   -5.6","U,1214, ","   37.8","U,0730,+","-1.1","U,1206","-2.2","U,1207","-5.6","U,1214","","","-1.1","U,0226","-5.0","U,0111","-5.0","U,0111","","","    1076.8","8","    1076.8","U","     19.31","U","     24.72","U","     13.91","U"
"USR0000SSAV","2011","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","","","","","         0","U","        10","U","         0","U","       265","U","        88","U","   -4.4","U,0113, ","   37.8","U,0811,+","","","","","","","","","0.0","U,0212","-2.2","U,0115","-4.4","U,0113","","","    1004.2","2","    1004.2","U","     20.47","U","     25.75","U","     15.19","U"
"USR0000SSAV","2012","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1497.3","","    1497.3","U","         0","U","         6","U","         0","U","       281","U","        59","U","   -3.3","U,0212, ","   38.3","U,0725,+","0.0","U,1231","","","","","","","-2.2","U,0213","-2.2","U,0213","","","","","","","","","     20.51","U","     25.70","U","     15.32","U"
"USR0000SSAV","2014","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1413.0","","    1413.0","U","         0","U","        17","U","         1","U","       259","U","        83","U","   -7.2","U,0107, ","   36.7","U,0822, ","0.0","U,1118","-2.2","U,1119","","","","","-2.2","U,0130","-2.2","U,0130","-7.2","U,0107","-7.2","U,0107","","","","","     19.34","U","     24.90","U","     13.78","U"
"USR0000SSAV","2015","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     957.5","5","     957.5","U","","","","","",""
"USR0000SSAV","2016","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1558.8","","    1558.8","U","         0","U","         7","U","         0","U","       271","U","        87","U","   -2.2","U,0119, ","   37.2","U,0729,+","","","","","","","","","-1.1","U,0210","-2.2","U,0119","","","","","","","","","     20.41","U","     25.74","U","     15.09","U"
"USR0000SSAV","2017","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1532.1","","    1532.1","U","         0","U","         8","U","         0","U","       290","U","        78","U","   -1.7","U,0316,+","   36.7","U,0706, ","-0.6","U,1210","","","","","","","-1.7","U,0316","","","","","","","     570.3","3","     570.3","U","     20.71","U","     26.02","U","     15.40","U"
"USR0000SSAV","2018","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1565.0","","    1565.0","U","         0","U","        15","U","         1","U","       253","U","        87","U","   -5.6","U,0102, ","   37.8","U,0624, ","0.0","U,1128","","","","","","","-1.7","U,0119","-3.9","U,0118","-5.0","U,0107","","","     901.0","0","     901.0","U","     20.10","U","     25.23","U","     14.97","U"
"USR0000SSAV","2019","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1625.4","","    1625.4","U","         0","U","         5","U","         0","U","       274","U","        92","U","   -1.1","U,0130, ","   37.8","U,0810,+","-0.6","U,1113","","","","","","","0.0","U,0131","","","","","","","     777.7","7","     777.7","U","     20.68","U","     25.97","U","     15.39","U"
"USR0000SSAV","2020","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     722.5","5","     722.5","U","","","","","",""
"USR0000SSAV","2021","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1430.5","","    1430.5","U","         0","U","         4","U","         0","U","       277","U","        55","U","   -1.7","U,0117, ","   36.1","U,0819, ","","","","","","","","","-1.1","U,0204","","","","","","","","","","","     20.05","U","     25.40","U","     14.70","U"
"USR0000SSAV","2022","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1510.3","","    1510.3","U","         0","U","        12","U","         1","U","       267","U","        71","U","   -7.2","U,1224, ","   39.4","U,0623, ","-3.3","U,1223","-3.3","U,1223","-7.2","U,1224","-7.2","U,1224","-1.1","U,0313","-2.8","U,0130","","","","","     723.3","3","     723.3","U","     20.19","U","     25.33","U","     15.05","U"
"USR0000SSAV","2023","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1484.9","","    1484.9","U","         0","U","         2","U","         0","U","       271","U","        77","U","   -1.7","U,0115, ","   37.8","U,0704, ","0.0","U,1220","","","","","","","-1.7","U,0115","","","","","","","     657.3","3","     657.3","U","     20.69","U","     25.84","U","     15.54","U"
"USR0000SSAV","2024","32.1","-81.0833","3.0","SAVANNAH NWR SOUTH CAROLINA, SC US","   1588.7","","    1588.7","U","         0","U","         7","U","         0","U","       282","U","        81","U","   -3.9","U,0121, ","   38.3","U,0714, ","-1.1","U,1204","","","","","","","-1.7","U,0122","-3.9","U,0121","","","","","     722.5","5","     722.5","U","     20.73","U","     26.05","U","     15.40","U"
