"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000GMET","2004","32.3911","-82.0372","30.2","METTER GEORGIA, GA US","   1324.2","","    1324.2","U","         0","U","        33","U","         0","U","       261","U","        76","U","   -5.6","U,1220,+","   36.7","U,0612, ","0.0","U,1116","-4.4","U,1215","-4.4","U,1215","","","","","0.0","U,0311","-2.2","U,0208","-5.0","U,0129","","","","","    1167.1","1","    1167.1","U","     18.80","U","     24.91","U","     12.69","U"
"USR0000GMET","2005","32.3911","-82.0372","30.2","METTER GEORGIA, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1086.1","1","    1086.1","U","","","","","",""
"USR0000GMET","2006","32.3911","-82.0372","30.2","METTER GEORGIA, GA US","   1296.8","","    1296.8","U","         0","U","        25","U","         0","U","       265","U","        89","U","   -7.8","U,1209, ","   38.3","U,0728, ","0.0","U,1119","-2.8","U,1205","-5.6","U,1208","-7.8","U,1209","","","-0.6","U,0327","-2.8","U,0214","","","","","","","","","","","     19.03","U","     25.62","U","     12.45","U"
"USR0000GMET","2007","32.3911","-82.0372","30.2","METTER GEORGIA, GA US","   1301.1","","    1301.1","U","         0","U","        24","U","         0","U","       277","U","        79","U","   -5.6","U,0217, ","   38.3","U,0821, ","0.0","U,1107","-2.2","U,1108","","","","","","","-2.2","U,0408","-2.2","U,0408","-5.6","U,0217","","","","","    1048.1","1","    1048.1","U","     19.16","U","     25.64","U","     12.68","U"
"USR0000GMET","2008","32.3911","-82.0372","30.2","METTER GEORGIA, GA US","   1386.7","","    1386.7","U","         0","U","        33","U","         0","U","       265","U","        97","U","   -6.7","U,0104, ","   40.0","U,0806, ","-1.7","U,1118","-3.9","U,1119","-5.6","U,1122","","","","","-0.6","U,0309","-2.2","U,0228","-6.7","U,0104","-6.7","U,0104","","","     973.6","6","     973.6","U","     19.18","U","     25.60","U","     12.76","U"
"USR0000GMET","2009","32.3911","-82.0372","30.2","METTER GEORGIA, GA US","   1272.2","","    1272.2","U","         0","U","        29","U","         0","U","       254","U","        66","U","   -6.1","U,0205,+","   36.1","U,0701,+","0.0","U,1206","","","","","","","","","-1.7","U,0305","-3.9","U,0304","-5.6","U,0206","","","","","    1126.1","1","    1126.1","U","     18.65","U","     24.49","U","     12.80","U"
"USR0000GMET","2010","32.3911","-82.0372","30.2","METTER GEORGIA, GA US","   1460.8","","    1460.8","U","         0","U","        60","U","         0","U","       248","U","       112","U","   -7.2","U,1214,+","   38.9","U,0709,+","-0.6","U,1107","-2.2","U,1203","-5.0","U,1207","-6.7","U,1208","","","-1.7","U,0307","-3.3","U,0217","-5.0","U,0113","-7.2","U,0111","","","    1304.5","5","    1304.5","U","     18.40","U","     25.01","U","     11.79","U"
"USR0000GMET","2011","32.3911","-82.0372","30.2","METTER GEORGIA, GA US","   1471.7","","    1471.7","U","         0","U","        33","U","         0","U","       273","U","       127","U","   -7.8","U,0114, ","   38.9","U,0613, ","-0.6","U,1111","-2.8","U,1112","","","","","","","0.0","U,0312","-2.2","U,0213","-4.4","U,0124","-7.8","U,0114","","","    1236.9","9","    1236.9","U","     19.42","U","     26.39","U","     12.46","U"
"USR0000GMET","2012","32.3911","-82.0372","30.2","METTER GEORGIA, GA US","   1325.9","","    1325.9","U","         0","U","        23","U","         0","U","       278","U","        68","U","   -7.8","U,0213, ","   39.4","U,0630, ","0.0","U,1109","-2.2","U,1126","","","","","","","-7.8","U,0213","-7.8","U,0213","-7.8","U,0213","-7.8","U,0213","","","     842.4","4","     842.4","U","     19.54","U","     25.84","U","     13.25","U"
"USR0000GMET","2013","32.3911","-82.0372","30.2","METTER GEORGIA, GA US","   1204.4","","    1204.4","U","         0","U","        19","U","         0","U","       254","U","        59","U","   -3.9","U,0202, ","   35.6","U,0628,+","-1.1","U,1113","-2.2","U,1114","","","","","","","-0.6","U,0327","-2.2","U,0304","","","","","","","    1076.2","2","    1076.2","U","     18.70","U","     24.51","U","     12.89","U"
