"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00178792","2004","45.4353","-67.7213","189.0","TOPSFIELD 2, ME US","","","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00178792","2005","45.4353","-67.7213","189.0","TOPSFIELD 2, ME US","","","    149.5","","     149.5","0","       148","0","       113","0","        24","0","      127","","        41","0","        18","0","       166","0","        79","0","        99","0","         1","0","        53"," ","        21"," ","  -26.7","0,0122, ","   559"," ,0,0315,+","   394"," ,0,0211, ","  75.4"," ,0,0309, ","   33.3","0,0626, ","0.0","0,1022","-3.9","0,1029","-4.4","0,1112","-10.6","0,1119","-10.6","0,1119","0.0","0,0514","-2.2","0,0422","-7.8","0,0327","-7.8","0,0327","-9.4","0,0326","","","","","   1783.6"," ,0","     3030"," ,0","      6.09","0","     11.48","0","      0.70","0"
"USC00178792","2006","45.4353","-67.7213","189.0","TOPSFIELD 2, ME US","","","    138.8","","     138.8","0","       160","0","       108","0","        16","0","       65","","        14","0","         7","0","       154","0","        58","0","       101","0","         0","0","        61"," ","        32"," ","  -21.1","0,0219, ","   305"," ,0,0110, ","   127"," ,0,0406, ","  72.4"," ,0,0115, ","   31.7","0,0715, ","0.0","0,1014","-3.3","0,1028","-6.1","0,1105","-7.2","0,1203","-11.7","0,1205","0.0","0,0430","-2.2","0,0429","-10.0","0,0321","-10.0","0,0321","-10.0","0,0321","    4202.7","7","    4202.7","0","   1425.7"," ,0","     1010"," ,0","      7.27","0","     12.43","0","      2.11","0"
"USC00178792","2007","45.4353","-67.7213","189.0","TOPSFIELD 2, ME US","","","    151.4","","     151.4","0","       137","0","        88","0","        10","0","      137","","        33","0","        35","0","       174","0","        79","0","       110","0","         5","0","        36"," ","        18"," ","  -24.4","0,0118,+","   559"," ,0,0309,+","   432"," ,0,1204, ","  83.8"," ,0,1104, ","   33.9","0,0804, ","0.0","0,1026","-2.2","0,1029","-5.0","0,1110","-8.9","0,1119","-8.9","0,1119","0.0","0,0523","-2.8","0,0425","-4.4","0,0412","-6.7","0,0404","-12.8","0,0322","    4572.9","9","    4572.9","0","   1202.8"," ,0","     3683"," ,0","      5.66","0","     11.36","0","     -0.05","0"
"USC00178792","2008","45.4353","-67.7213","189.0","TOPSFIELD 2, ME US","","","    116.3","","     116.3","0","       152","0","       101","0","        17","0","      136","","        35","0","        23","0","       175","0","        73","0","        91","0","         0","0","        74"," ","        17"," ","  -23.3","0,0121,+","   914"," ,0,0302, ","   419"," ,0,0102, ","  82.3"," ,0,0928, ","   31.7","0,0710,+","-1.1","0,1018","-2.8","0,1019","-5.0","0,1023","-6.7","0,1119","-10.0","0,1120","-1.1","0,0503","-2.8","0,0502","-5.0","0,0404","-7.2","0,0330","-14.4","0,0326","    4664.0","0","    4664.0","0","   1487.4"," ,0","     3422"," ,0","      5.86","0","     11.36","0","      0.36","0"
"USC00178792","2009","45.4353","-67.7213","189.0","TOPSFIELD 2, ME US","","","    111.3","","     111.3","0","       156","0","        99","0","        15","0","      123","","        25","0","        29","0","       174","0","        76","0","        86","0","         0","0","        39"," ","        14"," ","  -28.9","0,0116, ","  1067"," ,0,0223, ","   432"," ,0,0223, ","  62.5"," ,0,0621, ","   31.7","0,0819,+","-1.7","0,1011","-3.3","0,1015","-5.0","0,1202","-6.7","0,1207","-11.7","0,1209","-1.7","0,0421","-2.8","0,0420","-6.1","0,0327","-6.7","0,0326","-11.7","0,0324","    4751.4","4","    4751.4","0","   1447.6"," ,0","     2806"," ,0","      5.61","0","     10.95","0","      0.26","0"
"USC00178792","2010","45.4353","-67.7213","189.0","TOPSFIELD 2, ME US","","","    207.4","","     207.4","0","       155","0","       103","0","        18","0","      113","","        26","0","         6","0","       153","0","        52","0","       114","0","         4","0","        35"," ","        14"," ","  -21.7","0,0201,+","   635"," ,0,0104, ","   305"," ,0,0103, ","  87.4"," ,0,0722, ","   33.3","0,0902, ","-1.1","0,1019","-2.2","0,1102","-7.2","0,1120","-7.2","0,1120","-8.9","0,1128","-0.6","0,0513","-3.3","0,0417","-8.9","0,0329","-8.9","0,0329","-8.9","0,0329","    4193.7","7","    4193.7","0","   1566.7"," ,0","     2620"," ,0","      7.62","0","     12.79","0","      2.44","0"
"USC00178792","2011","45.4353","-67.7213","189.0","TOPSFIELD 2, ME US","       2.8","7","    145.5","","     145.5","7","       158","7","       104","7","        11","7","      121","","        30","7","        16","7","       166","7","        63","7","       102","7","         1","7","        47"," ","        22"," ","  -27.2","7,0125,+","   813"," ,7,0303, ","   381"," ,7,0402, ","  45.5"," ,7,0312, ","   32.2","7,0723, ","-0.6","7,1006","-2.2","7,1027","-4.4","7,1118","-9.4","7,1122","-9.4","7,1122","-1.1","7,0424","-2.2","7,0423","-6.1","7,0416","-7.8","7,0329","-10.0","7,0328","    4550.3","3","    4550.3","7","   1344.6"," ,7","     3028"," ,7","      6.55","7","     11.85","7","      1.26","7"
"USC00178792","2012","45.4353","-67.7213","189.0","TOPSFIELD 2, ME US","       2.5","7","    166.2","","     166.2","7","       142","7","       108","7","        16","7","      101","","        25","7","        12","7","       168","7","        58","7","       109","7","         0","7","        60"," ","         8"," ","  -22.2","7,0115, ","   559"," ,7,1230, ","   315"," ,7,1228, ","  84.3"," ,7,0424, ","   31.7","7,0715, ","-2.8","7,1013","-2.8","7,1013","-5.6","7,1106","-7.8","7,1126","-10.6","7,1127","0.0","7,0501","-2.8","7,0430","-5.0","7,0401","-10.0","7,0328","-10.0","7,0328","    4159.5","5","    4159.5","7","   1485.4"," ,7","     2372"," ,7","      7.02","7","     12.50","7","      1.55","7"
"USC00178792","2013","45.4353","-67.7213","189.0","TOPSFIELD 2, ME US","       2.9","7","    142.1","","     142.1","7","       160","7","       109","7","        12","7","      124","","        30","7","        26","7","       178","7","        71","7","        96","7","         2","7","        40"," ","        16"," ","  -25.0","7,0124, ","   838"," ,7,1230, ","   411"," ,7,1230, ","  81.0"," ,7,0903, ","   32.8","7,0602, ","0.0","7,1023","-2.2","7,1026","-4.4","7,1030","-7.2","7,1113","-10.0","7,1124","-1.1","7,0504","-2.2","7,0427","-4.4","7,0412","-7.2","7,0407","-10.0","7,0403","    4452.7","7","    4452.7","7","   1462.0"," ,7","     3206"," ,7","      6.00","7","     11.35","7","      0.64","7"
