"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CDVA","1999","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","    800.6","","     800.6","U","         0","U","         0","U","         0","U","       258","U","        85","U","    1.1","U,0409, ","   40.6","U,0825, ","","","","","","","","","","","","","     17.87","U","     25.43","U","     10.30","U"
"USR0000CDVA","2000","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","    907.5","","     907.5","U","         0","U","         1","U","         0","U","       266","U","        94","U","    0.0","U,1113, ","   43.3","U,0918, ","0.0","U,1113","","","","","","","     765.2","2","     765.2","U","     18.48","U","     26.16","U","     10.79","U"
"USR0000CDVA","2001","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","   1011.4","","    1011.4","U","         0","U","         2","U","         0","U","       252","U","       109","U","    0.0","U,0215,+","   41.1","U,0930,+","","","0.0","U,0215","","","","","     968.5","5","     968.5","U","     18.31","U","     26.16","U","     10.46","U"
"USR0000CDVA","2002","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","     871.3","3","     871.3","U","","","","","",""
"USR0000CDVA","2003","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","   1128.1","","    1128.1","U","         0","U","         2","U","         0","U","       255","U","       122","U","    0.0","U,1228,+","   43.3","U,0921,+","0.0","U,1226","","","","","","","","","","","     18.93","U","     26.82","U","     11.04","U"
"USR0000CDVA","2004","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","    922.9","","     922.9","U","         0","U","         1","U","         0","U","       263","U","        99","U","    0.0","U,1130, ","   41.7","U,0907, ","0.0","U,1130","","","","","","","     870.6","6","     870.6","U","     18.32","U","     26.11","U","     10.53","U"
"USR0000CDVA","2006","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","   1052.5","","    1052.5","U","         0","U","         4","U","         0","U","       260","U","       103","U","   -0.6","U,0312, ","   46.1","U,0722, ","0.0","U,1217","-0.6","U,0312","","","","","     953.0","0","     953.0","U","     18.54","U","     26.28","U","     10.80","U"
"USR0000CDVA","2007","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","    991.6","","     991.6","U","         0","U","         4","U","         0","U","       276","U","       105","U","   -4.4","U,0114, ","   45.0","U,0901,+","","","0.0","U,0228","-4.4","U,0114","-4.4","U,0114","     788.9","9","     788.9","U","     18.68","U","     26.66","U","     10.69","U"
"USR0000CDVA","2008","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","   1140.9","","    1140.9","U","         0","U","         2","U","         0","U","       263","U","       119","U","    0.0","U,1219,+","   43.3","U,0620, ","0.0","U,1219","0.0","U,0129","","","","","     954.2","2","     954.2","U","     18.94","U","     26.63","U","     11.25","U"
"USR0000CDVA","2009","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","    945.4","","     945.4","U","         0","U","         2","U","         0","U","       263","U","       102","U","    0.0","U,1208,+","   41.7","U,0926,+","0.0","U,1208","0.0","U,0211","","","","","     842.6","6","     842.6","U","     18.44","U","     25.78","U","     11.10","U"
"USR0000CDVA","2010","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","    728.6","","     728.6","U","         0","U","         0","U","         0","U","       237","U","        76","U","    0.6","U,0123, ","   44.4","U,0927, ","","","","","","","","","     983.3","3","     983.3","U","     17.57","U","     24.84","U","     10.30","U"
"USR0000CDVA","2011","34.4311","-118.6828","389.5","DEL VALLE CALIFORNIA, CA US","    822.8","","     822.8","U","         0","U","         2","U","         0","U","       253","U","        93","U","    0.0","U,0409,+","   42.8","U,0826, ","","","0.0","U,0409","","","","","    1051.2","2","    1051.2","U","     17.72","U","     25.42","U","     10.02","U"
