"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1KSCR0001","2006","37.409882","-94.712668","285.9","PITTSBURG 0.7 WSW, KS US","        89","N","        54","N","         9","N","","","         1","N","","","   160"," ,N,1201, ","  57.7"," ,N,0505, ","    847.4"," ,N","      173"," ,N"
"US1KSCR0001","2007","37.409882","-94.712668","285.9","PITTSBURG 0.7 WSW, KS US","       106","N","        73","N","        17","N","","","         4","N","","","   122"," ,N,0121, "," 170.9"," ,N,0611, ","   1525.0"," ,N","      330"," ,N"
"US1KSCR0001","2008","37.409882","-94.712668","285.9","PITTSBURG 0.7 WSW, KS US","       104","N","        75","N","        16","N","","","         0","N","","","    23"," ,N,0201, ","  96.3"," ,N,0508, ","   1420.6"," ,N","       56"," ,N"
"US1KSCR0001","2009","37.409882","-94.712668","285.9","PITTSBURG 0.7 WSW, KS US","       100","N","        65","N","        14","N","","","         3","N","","","    97"," ,N,1225, "," 118.1"," ,N,0721, ","   1388.9"," ,N","      213"," ,N"
"US1KSCR0001","2010","37.409882","-94.712668","285.9","PITTSBURG 0.7 WSW, KS US","        88","N","        60","N","        12","N","","","         4","N","","","   147"," ,N,0321, ","  67.8"," ,N,0902, ","   1056.4"," ,N","      444"," ,N"
"US1KSCR0001","2012","37.409882","-94.712668","285.9","PITTSBURG 0.7 WSW, KS US","        81","N","        48","N","        15","N","","","         0","N","","","    23"," ,N,0213, ","  81.8"," ,N,0320, ","   1042.9"," ,N","       41"," ,N"
"US1KSCR0001","2013","37.409882","-94.712668","285.9","PITTSBURG 0.7 WSW, KS US","       107","N","        73","N","        16","N","","","         4","N","","","    51"," ,N,0226, "," 177.5"," ,N,0730, ","   1357.5"," ,N","      218"," ,N"
"US1KSCR0001","2014","37.409882","-94.712668","285.9","PITTSBURG 0.7 WSW, KS US","        98","N","        47","N","        13","N","       18","","         6","N","    76"," ,N,0107,+","    48"," ,N,0105, ","  86.4"," ,N,0605, ","    884.5"," ,N","      301"," ,N"
"US1KSCR0001","2015","37.409882","-94.712668","285.9","PITTSBURG 0.7 WSW, KS US","       114","N","        75","N","        19","N","        5","","         2","N","    76"," ,N,0301, ","    81"," ,N,0301, ","  80.5"," ,N,1227, ","   1474.3"," ,N","      162"," ,N"
"US1KSCR0001","2016","37.409882","-94.712668","285.9","PITTSBURG 0.7 WSW, KS US","        84","N","        50","N","        14","N","","","         0","N","","","    15"," ,N,1218, ","  98.6"," ,N,0624, ","   1210.4"," ,N","       26"," ,N"
