"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000GCOO","2004","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1444.4","","    1444.4","U","         0","U","        17","U","         0","U","       271","U","        81","U","   -3.3","U,1220,+","   35.6","U,0724,+","-2.2","U,1215","-2.2","U,1215","","","","","-1.7","U,0208","-3.3","U,0129","","","","","     922.2","2","     922.2","U","     19.72","U","     25.50","U","     13.94","U"
"USR0000GCOO","2005","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1423.2","","    1423.2","U","         0","U","        13","U","         0","U","       269","U","        84","U","   -4.4","U,0124, ","   36.7","U,0822, ","0.0","U,1221","-2.2","U,1222","","","","","-1.1","U,0302","-4.4","U,0124","-4.4","U,0124","","","     871.3","3","     871.3","U","     19.67","U","     25.33","U","     14.02","U"
"USR0000GCOO","2006","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1434.1","","    1434.1","U","         0","U","        11","U","         0","U","       280","U","        96","U","   -3.3","U,1209,+","   37.2","U,0727, ","-2.2","U,1205","-2.2","U,1205","","","","","-3.3","U,0214","-3.3","U,0214","","","","","     842.1","1","     842.1","U","     20.09","U","     26.24","U","     13.93","U"
"USR0000GCOO","2007","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1501.9","","    1501.9","U","         0","U","        18","U","         0","U","       285","U","        95","U","   -5.6","U,0217, ","   37.8","U,0822,+","-1.1","U,1108","","","","","","","-0.6","U,0408","-2.8","U,0219","-5.6","U,0217","","","     859.0","0","     859.0","U","     20.16","U","     26.43","U","     13.89","U"
"USR0000GCOO","2008","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1378.2","","    1378.2","U","         0","U","        14","U","         0","U","       271","U","        85","U","   -4.4","U,0103, ","   36.7","U,0806, ","0.0","U,1029","","","","","","","-1.7","U,0228","-2.2","U,0214","-4.4","U,0103","","","     798.1","1","     798.1","U","     19.61","U","     25.49","U","     13.74","U"
"USR0000GCOO","2009","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1404.6","","    1404.6","U","         0","U","        19","U","         0","U","       275","U","        69","U","   -6.1","U,0205, ","   36.7","U,0626,+","-0.6","U,1221","","","","","","","-0.6","U,0304","-2.2","U,0221","-5.0","U,0206","","","     909.8","8","     909.8","U","     19.62","U","     25.19","U","     14.05","U"
"USR0000GCOO","2010","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1523.9","","    1523.9","U","         0","U","        44","U","         0","U","       252","U","       113","U","   -7.8","U,0111, ","   38.3","U,0730, ","0.0","U,1108","-2.2","U,1207","-5.6","U,1214","-6.7","U,1228","-0.6","U,0307","-2.8","U,0226","-4.4","U,0113","-7.8","U,0111","    1145.0","0","    1145.0","U","     19.01","U","     25.26","U","     12.77","U"
"USR0000GCOO","2011","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1524.8","","    1524.8","U","         0","U","        15","U","         0","U","       281","U","       124","U","   -6.7","U,0114, ","   38.3","U,0615,+","-1.7","U,1112","","","","","","","-2.2","U,0213","-2.2","U,0213","-5.0","U,0123","-6.7","U,0114","    1030.9","9","    1030.9","U","     20.10","U","     26.65","U","     13.56","U"
"USR0000GCOO","2012","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1444.9","","    1444.9","U","         0","U","        17","U","         0","U","       296","U","        70","U","   -6.1","U,0213,+","   37.2","U,0725, ","-2.2","U,1125","-2.2","U,1125","","","","","-6.1","U,0213","-6.1","U,0213","-6.1","U,0213","","","     647.6","6","     647.6","U","     20.37","U","     26.31","U","     14.44","U"
"USR0000GCOO","2013","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1349.8","","    1349.8","U","         0","U","         9","U","         0","U","       272","U","        73","U","   -2.8","U,0218, ","   35.6","U,0812, ","-1.7","U,1128","","","","","","","-1.7","U,0304","-2.8","U,0218","","","","","     855.5","5","     855.5","U","     19.75","U","     25.30","U","     14.19","U"
"USR0000GCOO","2014","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1377.2","","    1377.2","U","         0","U","        23","U","         1","U","       258","U","        93","U","   -7.2","U,0107, ","   37.2","U,0823, ","0.0","U,1103","-2.2","U,1118","-5.0","U,1119","","","-1.7","U,0228","-2.2","U,0130","-5.6","U,0108","-7.2","U,0107","     955.5","5","     955.5","U","     19.24","U","     25.22","U","     13.26","U"
"USR0000GCOO","2015","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1630.6","","    1630.6","U","         0","U","        13","U","         0","U","       287","U","        96","U","   -5.6","U,0108, ","   37.8","U,0618,+","0.0","U,1219","","","","","","","0.0","U,0221","-5.0","U,0220","-5.0","U,0220","","","     915.8","8","     915.8","U","     20.90","U","     26.55","U","     15.25","U"
"USR0000GCOO","2017","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1566.6","","    1566.6","U","         0","U","         8","U","         0","U","       302","U","        95","U","   -3.3","U,0316,+","   36.1","U,0823,+","0.0","U,1209","","","","","","","-3.3","U,0316","-3.3","U,0316","","","","","     528.7","7","     528.7","U","     20.95","U","     26.93","U","     14.96","U"
"USR0000GCOO","2018","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1651.1","","    1651.1","U","         0","U","        23","U","         0","U","       270","U","       129","U","   -5.6","U,0118, ","   36.7","U,0625,+","0.0","U,1116","","","","","","","-1.7","U,0315","-5.0","U,0119","-5.0","U,0119","","","     811.8","8","     811.8","U","     20.52","U","     26.63","U","     14.41","U"
"USR0000GCOO","2019","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1663.3","","    1663.3","U","         0","U","        11","U","         0","U","       296","U","       130","U","   -2.8","U,1219, ","   38.9","U,0917,+","-1.1","U,1203","-2.8","U,1219","","","","","0.0","U,0307","","","","","","","     731.5","5","     731.5","U","     20.93","U","     27.46","U","     14.41","U"
"USR0000GCOO","2020","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1630.2","","    1630.2","U","         0","U","        22","U","         0","U","       305","U","        92","U","   -4.4","U,1226, ","   36.7","U,0905, ","-1.1","U,1201","-2.2","U,1202","-4.4","U,1226","","","-0.6","U,0228","-2.2","U,0122","","","","","     676.7","7","     676.7","U","     20.90","U","     27.05","U","     14.74","U"
"USR0000GCOO","2021","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1411.2","","    1411.2","U","         0","U","        11","U","         0","U","       290","U","        78","U","   -2.8","U,0117, ","   36.1","U,0813,+","-1.7","U,1124","","","","","","","-1.7","U,0204","-2.8","U,0117","","","","","     776.3","3","     776.3","U","     20.13","U","     26.36","U","     13.90","U"
"USR0000GCOO","2022","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1476.3","","    1476.3","U","         0","U","        22","U","         0","U","       289","U","       103","U","   -7.2","U,1224, ","   40.0","U,0623, ","-1.1","U,1118","-3.3","U,1219","-7.2","U,1224","-7.2","U,1224","-1.7","U,0313","-2.2","U,0214","-5.6","U,0130","","","     725.4","4","     725.4","U","     20.19","U","     26.84","U","     13.54","U"
"USR0000GCOO","2023","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1503.9","","    1503.9","U","         0","U","        12","U","         0","U","       294","U","        93","U","   -2.8","U,0115, ","   38.3","U,0822, ","-2.2","U,1129","-2.2","U,1129","","","","","0.0","U,0320","-2.8","U,0115","","","","","     630.6","6","     630.6","U","     20.70","U","     27.10","U","     14.31","U"
"USR0000GCOO","2024","31.1097","-83.4269","46.9","ADEL GEORGIA, GA US","   1612.0","","    1612.0","U","         0","U","        20","U","         0","U","       294","U","       104","U","   -5.0","U,0117, ","   37.8","U,0625,+","0.0","U,1130","-3.3","U,1204","","","","","-0.6","U,0220","-3.9","U,0121","-5.0","U,0117","","","     774.6","6","     774.6","U","     20.69","U","     26.97","U","     14.41","U"
