"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0009S11S","1981","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","        78","T","        78","T","         5","T","","","","","","","","","","","","","","","","","  38.1"," ,T,0708, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    715.7"," ,T","","","","","",""
"USS0009S11S","1982","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","       109","T","       109","T","        10","T","","","","","","","","","","","","","","","","","  55.9"," ,T,1130, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1083.8"," ,T","","","","","",""
"USS0009S11S","1983","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","       107","T","       107","T","        13","T","","","","","","","","","","","","","","","","","  81.3"," ,T,1001, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1182.8"," ,T","","","","","",""
"USS0009S11S","1984","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","        96","T","        96","T","         6","T","","","","","","","","","","","","","","","","","  71.1"," ,T,1227, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    962.1"," ,T","","","","","",""
"USS0009S11S","1985","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","        98","T","        98","T","         5","T","","","","","","","","","","","","","","","","","  33.0"," ,T,0928, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    875.1"," ,T","","","","","",""
"USS0009S11S","1986","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","       110","T","       110","T","         4","T","","","","","","","","","","","","","","","","","  35.6"," ,T,0310, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    839.9"," ,T","","","","","",""
"USS0009S11S","1987","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","        96","T","        96","T","         2","T","","","","","","","","","","","","","","","","","  48.3"," ,T,1217, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    567.7"," ,T","","","","","",""
"USS0009S11S","1988","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","       127","T","       127","T","         7","T","","","","","","","","","","","","","","","","","  63.5"," ,T,0802, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    864.5"," ,T","","","","","",""
"USS0009S11S","1989","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","        78","T","        78","T","         2","T","","","","","","","        21","T","        71","T","         0","T","","","","","  38.1"," ,T,0906, ","   31.0","T,0703, ","","","","","","","","","","","","","","","","","","","","","","","","","    460.9"," ,T","","","     13.84","T","",""
"USS0009S11S","1990","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","       100","T","       100","T","         7","T","","","","","","","        20","T","        54","T","         0","T","","","","","  40.6"," ,T,0812, ","   28.9","T,0625, ","","","","","","","","","","","","","","","","","","","","","","","","","   1007.6"," ,T","","","     13.20","T","",""
"USS0009S11S","1991","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","      0.0","","       0.0","T","        93","T","        93","T","         8","T","","","         5","T","       203","T","        13","T","        44","T","         0","T","  -21.2","T,1202, ","","","  48.3"," ,T,0228, ","   28.4","T,0701, ","-0.9","T,1006","-3.5","T,1025","-4.7","T,1027","-13.9","T,1028","-13.9","T,1028","-0.2","T,0621","-3.1","T,0603","-5.5","T,0504","-7.6","T,0429","-9.7","T,0428","    4495.2","2","    4495.2","T","    974.5"," ,T","      4.86","T","     12.82","T","     -3.09","T"
"USS0009S11S","1992","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","       100","T","       100","T","         7","T","","","","","","","","","","","","","","","","","  68.6"," ,T,0823, ","","","","","","","","","","","","","","","","","","","","","","","    4382.7","7","    4382.7","T","   1015.4"," ,T","","","","","",""
"USS0009S11S","1993","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","        82","T","        82","T","         7","T","","","","","","","","","","","","","","","","","  40.6"," ,T,0331,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    880.8"," ,T","","","","","",""
"USS0009S11S","1994","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","        99","T","        99","T","         7","T","","","","","","","","","","","","","","","","","  78.7"," ,T,1111, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    928.2"," ,T","","","","","",""
"USS0009S11S","1995","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","","","","","        82","T","        82","T","         4","T","","","","","","","","","","","","","","","","","  53.3"," ,T,0105, ","","","","","","","","","","","","","","","","","","","","","","","    4433.6","6","    4433.6","T","    633.9"," ,T","","","","","",""
"USS0009S11S","1996","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","      1.6","","       1.6","T","       107","T","       107","T","         9","T","","","         3","T","       211","T","        10","T","       116","T","         0","T","  -19.3","T,1203, ","","","  48.3"," ,T,1028,+","   30.5","T,0620, ","0.0","T,0919","-2.8","T,0928","-9.3","T,1021","-9.3","T,1021","-9.3","T,1021","-1.7","T,0601","-4.4","T,0527","-4.4","T,0527","-9.0","T,0429","-9.0","T,0429","","","","","    831.0"," ,T","      7.05","T","     16.13","T","     -2.04","T"
"USS0009S11S","1997","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","      0.0","","       0.0","T","       148","T","       148","T","         5","T","","","         8","T","       212","T","        19","T","       108","T","         0","T","  -24.3","T,1225, ","","","  58.4"," ,T,1222, ","   29.4","T,0714,+","-4.0","T,1008","-4.0","T,1008","-5.2","T,1011","-11.3","T,1024","-11.3","T,1024","-1.0","T,0624","-2.8","T,0522","-4.7","T,0502","-7.0","T,0425","-10.6","T,0413","    4373.9","9","    4373.9","T","    840.0"," ,T","      6.10","T","     15.16","T","     -2.96","T"
"USS0009S11S","1998","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","      2.7","","       2.7","T","       108","T","       108","T","         4","T","","","        10","T","       230","T","         5","T","       104","T","         0","T","  -22.5","T,1208, ","","","  40.6"," ,T,0807, ","   31.1","T,0629, ","-1.4","T,0926","-3.4","T,1002","-8.1","T,1006","-8.1","T,1006","-10.6","T,1109","-1.4","T,0618","-3.1","T,0609","-4.7","T,0605","-6.8","T,0515","-9.1","T,0419","    4601.3","3","    4601.3","T","    821.6"," ,T","      6.04","T","     15.25","T","     -3.16","T"
"USS0009S11S","1999","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","      3.9","","       3.9","T","        72","T","        72","T","         4","T","","","         1","T","       239","T","         9","T","        95","T","         1","T","  -19.4","T,0405, ","","","  45.7"," ,T,0815, ","   32.5","T,0701, ","-1.9","T,0930","-2.2","T,1004","-7.5","T,1017","-7.5","T,1017","-14.5","T,1122","-0.4","T,0612","-3.1","T,0611","-7.0","T,0606","-7.0","T,0606","-10.3","T,0411","    4200.9","9","    4200.9","T","    618.7"," ,T","      6.62","T","     15.83","T","     -2.59","T"
"USS0009S11S","2000","33.65","-109.31","2749.3","HANNAGAN MEADOWS, AZ US","      2.4","","       2.4","T","        80","T","        80","T","         8","T","","","         5","T","       216","T","         9","T","       136","T","         0","T","  -20.0","T,0107, ","","","  78.7"," ,T,1011, ","   30.0","T,0529, ","-2.7","T,0924","-2.7","T,0924","-4.6","T,1017","-7.2","T,1031","-10.5","T,1101","-0.1","T,0611","-3.8","T,0519","-5.6","T,0518","-7.7","T,0420","-11.2","T,0402","    4094.9","9","    4094.9","T","    687.1"," ,T","      7.00","T","     16.33","T","     -2.34","T"
