"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US10dund010","2005","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        81","N","        38","N","         5","N","        7","","         6","N","   122"," ,N,0313, ","   122"," ,N,0313, ","  54.1"," ,N,0611, ","    485.4"," ,N","      468"," ,N"
"US10dund010","2006","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        78","N","        37","N","         4","N","       18","","         9","N","   203"," ,N,1230, ","   127"," ,N,1230, ","  40.1"," ,N,0901, ","    468.3"," ,N","      622"," ,N"
"US10dund010","2007","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        85","N","        37","N","         3","N","","","        10","N","","","   102"," ,N,0224, ","  37.1"," ,N,0807, ","    432.0"," ,N","      662"," ,N"
"US10dund010","2008","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        79","N","        38","N","         1","N","","","         7","N","","","   127"," ,N,0411,+","  29.5"," ,N,1012, ","    386.1"," ,N","      604"," ,N"
"US10dund010","2009","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","       104","N","        51","N","         4","N","","","        11","N","","","   127"," ,N,1030, ","  47.0"," ,N,0526, ","    559.0"," ,N","      706"," ,N"
"US10dund010","2010","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        82","N","        40","N","         2","N","","","         4","N","","","   127"," ,N,1231, ","  54.9"," ,N,0803, ","    451.3"," ,N","      326"," ,N"
"US10dund010","2011","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        92","N","        44","N","         6","N","","","         7","N","","","   127"," ,N,0110, ","  37.3"," ,N,0415, ","    507.0"," ,N","      521"," ,N"
"US10dund010","2012","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        55","N","        33","N","         2","N","","","         5","N","","","   127"," ,N,1220, ","  43.9"," ,N,0708, ","    303.9"," ,N","      370"," ,N"
"US10dund010","2013","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        83","N","        39","N","         0","N","","","         8","N","","","   152"," ,N,0221, ","  23.9"," ,N,0714, ","    379.8"," ,N","      780"," ,N"
"US10dund010","2014","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        85","N","        39","N","         2","N","","","         8","N","","","   254"," ,N,0131, ","  46.0"," ,N,0609, ","    456.3"," ,N","      707"," ,N"
"US10dund010","2018","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        84","N","        42","N","         4","N","","","","","","","","","  32.3"," ,N,0519, ","    555.8"," ,N","",""
"US10dund010","2019","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        80","N","        39","N","         4","N","","","","","","","","","  94.0"," ,N,0721, ","    507.3"," ,N","",""
"US10dund010","2020","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        54","N","        27","N","         5","N","","","","","","","",""," 188.0"," ,N,0724, ","    567.3"," ,N","",""
"US10dund010","2021","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        46","N","        27","N","         2","N","","","","","","","","","  63.5"," ,N,0314, ","    336.6"," ,N","",""
"US10dund010","2022","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        57","N","        33","N","         3","N","","","","","","","","","  38.6"," ,N,0730, ","    310.6"," ,N","",""
"US10dund010","2023","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        66","N","        45","N","         6","N","","","","","","","",""," 105.4"," ,N,0805, ","    708.8"," ,N","",""
"US10dund010","2024","40.1177","-101.7821","994.0","PARKS 6.0 NW, NE US","        68","N","        37","N","         4","N","","","","","","","","","  66.0"," ,N,0521, ","    541.0"," ,N","",""
