"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00094644","2003","44.9281","-68.7006","38.7","OLD TOWN 2 W, ME US","    162.2","","     162.2","R","","","","","","","        44","R","       170","R","        68","R","       107","R","         1","R","  -31.0","R,0214, ","","","   33.1","R,0626, ","-0.4","R,1006","-3.5","R,1020","-5.7","R,1108","-7.3","R,1109","-9.7","R,1202","-0.8","R,0517","-2.3","R,0504","-8.8","R,0418","-8.8","R,0418","-9.2","R,0417","","","","","","","      5.65","R","     11.59","R","     -0.30","R"
"USW00094644","2004","44.9281","-68.7006","38.7","OLD TOWN 2 W, ME US","     84.4","","      84.4","R","       146","R","        76","R","         5","R","        24","R","       173","R","        59","R","        91","R","         1","R","  -28.4","R,0127, ","  32.1"," ,R,0821, ","   32.3","R,0609, ","-0.5","R,1004","-2.8","R,1005","-5.2","R,1029","-7.2","R,1109","-10.0","R,1110","-0.8","R,0510","-3.1","R,0429","-4.6","R,0425","-15.7","R,0323","-15.7","R,0323","    4534.6","6","    4534.6","R","    866.1"," ,R","      5.49","R","     11.33","R","     -0.35","R"
"USW00094644","2005","44.9281","-68.7006","38.7","OLD TOWN 2 W, ME US","    143.3","","     143.3","R","       164","R","        94","R","        19","R","        29","R","       169","R","        64","R","       103","R","         1","R","  -34.1","R,0122, ","  93.1"," ,R,1008, ","   33.8","R,0625, ","-1.9","R,1021","-3.2","R,1022","-5.3","R,1029","-7.1","R,1118","-9.1","R,1119","-2.6","R,0514","-2.6","R,0514","-6.0","R,0416","-7.1","R,0415","-9.7","R,0327","    4722.6","6","    4722.6","R","   1671.9"," ,R","      6.05","R","     12.00","R","      0.10","R"
"USW00094644","2006","44.9281","-68.7006","38.7","OLD TOWN 2 W, ME US","    124.7","","     124.7","R","       150","R","        94","R","        14","R","         7","R","       164","R","        45","R","        97","R","         1","R","  -19.9","R,0108, ","  47.2"," ,R,0114, ","   33.0","R,0714, ","-1.7","R,1006","-2.4","R,1007","-4.6","R,1103","-7.2","R,1204","-13.3","R,1205","-0.5","R,0509","-2.3","R,0508","-4.7","R,0429","-12.6","R,0320","-12.6","R,0320","    4147.4","4","    4147.4","R","   1291.1"," ,R","      7.47","R","     13.16","R","      1.79","R"
"USW00094644","2007","44.9281","-68.7006","38.7","OLD TOWN 2 W, ME US","    110.0","","     110.0","R","       122","R","        82","R","        11","R","        40","R","       185","R","        71","R","       102","R","         2","R","  -27.5","R,0118, ","  70.3"," ,R,0317, ","   32.5","R,0803, ","-0.9","R,0917","-2.4","R,1017","-4.7","R,1031","-9.0","R,1112","-9.0","R,1112","-0.4","R,0523","-3.9","R,0426","-8.0","R,0412","-8.0","R,0412","-13.9","R,0321","    4527.8","8","    4527.8","R","   1149.1"," ,R","      5.40","R","     11.72","R","     -0.91","R"
"USW00094644","2008","44.9281","-68.7006","38.7","OLD TOWN 2 W, ME US","    102.3","","     102.3","R","       138","R","        94","R","        11","R","        24","R","       179","R","        64","R","        91","R","         0","R","  -30.0","R,0104, ","  77.3"," ,R,0429, ","   31.3","R,0608, ","-1.8","R,0919","-3.9","R,1018","-5.6","R,1019","-7.9","R,1119","-10.5","R,1120","-0.2","R,0530","-2.7","R,0503","-4.6","R,0416","-7.5","R,0331","-9.0","R,0330","    4625.8","8","    4625.8","R","   1258.1"," ,R","      6.10","R","     12.11","R","      0.08","R"
"USW00094644","2009","44.9281","-68.7006","38.7","OLD TOWN 2 W, ME US","     99.8","","      99.8","R","       137","R","        92","R","        12","R","        30","R","       177","R","        63","R","        85","R","         1","R","  -34.3","R,0116, "," 109.2"," ,R,0619, ","   32.8","R,0818, ","-0.9","R,0925","-3.1","R,0926","-4.6","R,1016","-7.6","R,1113","-10.5","R,1208","-2.0","R,0526","-6.2","R,0420","-6.2","R,0420","-8.5","R,0326","-10.3","R,0323","    4665.5","5","    4665.5","R","   1248.1"," ,R","      5.66","R","     11.69","R","     -0.36","R"
"USW00094644","2010","44.9281","-68.7006","38.7","OLD TOWN 2 W, ME US","    203.7","","     203.7","R","       128","R","        81","R","        10","R","         7","R","       149","R","        47","R","       111","R","         6","R","  -22.5","R,0114, ","  84.2"," ,R,0904, ","   34.6","R,0831, ","-0.2","R,1003","-2.3","R,1014","-4.9","R,1102","-7.4","R,1121","-9.1","R,1128","-2.3","R,0513","-2.3","R,0513","-8.6","R,0328","-8.6","R,0328","-11.0","R,0327","    4122.7","7","    4122.7","R","   1131.0"," ,R","      7.86","R","     13.40","R","      2.32","R"
"USW00094644","2011","44.9281","-68.7006","38.7","OLD TOWN 2 W, ME US","    122.2","","     122.2","R","       138","R","        97","R","         7","R","        27","R","       159","R","        53","R","       103","R","         1","R","  -27.2","R,0124, ","  67.1"," ,R,0828, ","   34.3","R,0722, ","-2.0","R,1006","-3.6","R,1007","-4.6","R,1029","-7.4","R,1121","-9.2","R,1122","-0.9","R,0502","-3.4","R,0423","-6.4","R,0416","-7.4","R,0408","-9.0","R,0320","    4501.6","6","    4501.6","R","   1234.3"," ,R","      6.76","R","     12.52","R","      1.00","R"
"USW00094644","2012","44.9281","-68.7006","38.7","OLD TOWN 2 W, ME US","    141.1","","     141.1","R","       132","R","        83","R","        11","R","        10","R","       165","R","        48","R","       111","R","         1","R","  -25.9","R,0122, ","  89.6"," ,R,0905, ","   32.5","R,0714, ","-0.3","R,0928","-3.0","R,1024","-6.7","R,1106","-6.7","R,1106","-9.5","R,1127","-2.2","R,0507","-2.2","R,0507","-7.3","R,0401","-7.3","R,0401","-13.9","R,0307","    3971.7","7","    3971.7","R","   1170.3"," ,R","      7.34","R","     13.17","R","      1.51","R"
