"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00212146","2009","46.8576","-95.6068","470.0","DETROIT LAKES 12 E, MN US","","","","","","","","","","","","","","","","","","","","","","","         6"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00212146","2010","46.8576","-95.6068","470.0","DETROIT LAKES 12 E, MN US","    156.5","","     156.5","0","","","","","","","        18","0","        41","0","       155","0","        99","0","        98","0","         0","0","        43"," ","        30"," ","  -35.0","0,0102, ","   160"," ,0,0208, ","","","   30.0","0,0810,+","0.0","0,1017","-2.2","0,1028","-5.6","0,1029","-7.8","0,1118","-14.4","0,1120","-1.1","0,0509","-3.3","0,0409","-5.6","0,0328","-13.3","0,0326","-13.3","0,0326","","","","","","","     1052"," ,0","      4.99","0","     10.07","0","     -0.09","0"
"USC00212146","2011","46.8576","-95.6068","470.0","DETROIT LAKES 12 E, MN US","    170.0","","     170.0","K","","","","","","","","","        43","K","       175","K","        98","K","        98","K","         1","K","        30"," ","        33"," ","  -36.1","K,0121, ","","","","","   32.2","K,0608, ","0.0","K,0914","-2.2","K,1020","-4.4","K,1029","-7.2","K,1116","-13.3","K,1117","-1.1","K,0504","-2.8","K,0503","-4.4","K,0502","-11.1","K,0331","-11.1","K,0331","    5335.3","3","    5335.3","K","","","","","      4.40","K","      9.60","K","     -0.80","K"
"USC00212146","2012","46.8576","-95.6068","470.0","DETROIT LAKES 12 E, MN US","    221.3","","     221.3","7","","","","","","","","","        31","7","       169","7","        89","7","       113","7","         5","7","        22"," ","        39"," ","  -29.4","7,0120,+","","","","","   33.3","7,0721,+","0.0","7,0923","-2.2","7,1007","-4.4","7,1011","-6.7","7,1111","-10.0","7,1112","0.0","K,0426","-3.9","K,0418","-4.4","K,0417","-6.7","K,0412","-15.6","K,0310","    4346.2","2","    4346.2","7","","","","","      5.97","7","     11.48","7","      0.45","7"
"USC00212146","2013","46.8576","-95.6068","470.0","DETROIT LAKES 12 E, MN US","    167.0","","     167.0","7","","","","","","","        26","7","        66","7","       198","7","       130","7","       101","7","         1","7","","","","","  -34.4","7,1224,+","   356"," ,7,0211, ","","","   32.2","7,0826, ","-2.2","7,1016","-2.2","7,1016","-6.1","7,1028","-6.7","7,1106","-14.4","7,1111","-2.8","7,0512","-2.8","7,0512","-5.0","7,0504","-7.8","7,0425","-8.9","7,0424","    5642.5","5","    5642.5","7","","","     2140"," ,7","      2.66","7","      7.85","7","     -2.52","7"
"USC00212146","2014","46.8576","-95.6068","470.0","DETROIT LAKES 12 E, MN US","    105.1","","     105.1","7","","","","","","","","","        71","7","       185","7","       123","7","        94","7","         0","7","","","","","  -33.3","7,0121,+","","","","","   30.6","7,0722, ","0.0","7,1004","-2.2","7,1010","-7.2","7,1031","-7.2","7,1031","-11.1","7,1112","-0.6","7,0517","-3.3","7,0419","-7.2","7,0418","-7.2","7,0418","-13.3","7,0416","    6081.7","7","    6081.7","7","","","","","      2.32","7","      7.51","7","     -2.86","7"
"USC00212146","2015","46.8576","-95.6068","470.0","DETROIT LAKES 12 E, MN US","    156.5","","     156.5","7","","","","","","","        18","7","        48","7","       167","7","        92","7","       104","7","         1","7","","","","","  -33.3","7,0220, ","   102"," ,7,1217, ","","","   32.2","7,0815, ","-0.6","7,1007","-3.3","7,1016","-4.4","7,1017","-7.2","7,1119","-11.1","7,1120","-1.1","7,0520","-4.4","7,0424","-4.4","7,0424","-10.6","7,0404","-10.6","7,0404","    5298.8","8","    5298.8","7","","","      885"," ,7","      5.06","7","     10.46","7","     -0.34","7"
"USC00212146","2016","46.8576","-95.6068","470.0","DETROIT LAKES 12 E, MN US","    153.4","","     153.4","7","","","","","","","        28","7","        28","7","       156","7","        90","7","       108","7","         0","7","","","","","  -34.4","7,1218, ","   178"," ,7,1119, ","","","   30.6","7,0723,+","0.0","7,1007","-2.8","7,1024","-8.9","7,1119","-8.9","7,1119","-8.9","7,1119","-1.1","7,0515","-4.4","7,0514","-4.4","7,0514","-8.9","7,0412","-8.9","7,0412","    4609.1","1","    4609.1","7","","","     1494"," ,7","      5.99","7","     10.75","7","      1.23","7"
"USC00212146","2017","46.8576","-95.6068","470.0","DETROIT LAKES 12 E, MN US","    137.3","","     137.3","7","","","","","","","        22","7","        37","7","       175","7","       101","7","       100","7","         0","7","","","","","  -33.9","7,1227,+","   102"," ,7,0103, ","","","   31.1","7,0718, ","-2.8","7,1010","-2.8","7,1010","-4.4","7,1027","-6.7","7,1031","-12.2","7,1106","-3.3","7,0429","-3.3","7,0429","-4.4","7,0428","-7.2","7,0323","-10.6","7,0322","    4695.8","8","    4695.8","7","","","     1002"," ,7","      4.90","7","      9.98","7","     -0.18","7"
"USC00212146","2018","46.8576","-95.6068","470.0","DETROIT LAKES 12 E, MN US","    227.1","","     227.1","7","","","","","","","","","        47","7","       195","7","       124","7","       116","7","         0","7","","","","","  -32.8","7,0113, ","","","","","   31.7","7,0527, ","-3.3","7,0929","-3.3","7,0929","-8.3","7,1012","-8.3","7,1012","-10.6","7,1108","-2.2","7,0428","-2.2","7,0428","-5.0","7,0417","-6.7","7,0416","-12.2","7,0409","    5421.6","6","    5421.6","7","","","","","      3.74","7","      8.60","7","     -1.11","7"
