"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CFIV","1999","35.8717","-117.9183","1264.9","FIVE MILE CALIFORNIA, CA US","   1308.1","","    1308.1","U","         0","U","        13","U","         0","U","       216","U","        91","U","   -1.1","U,0211, ","   40.6","U,0701, ","","","","","","","0.0","U,0409","","","","","","","    1454.5","5","    1454.5","U","     18.35","U","     23.88","U","     12.83","U"
"USR0000CFIV","2000","35.8717","-117.9183","1264.9","FIVE MILE CALIFORNIA, CA US","   1457.6","","    1457.6","U","         0","U","         4","U","         0","U","       203","U","       101","U","   -2.2","U,0306, ","   41.1","U,0730,+","0.0","U,1112","","","","","-2.2","U,0306","-2.2","U,0306","","","","","    1095.9","9","    1095.9","U","     18.72","U","     24.03","U","     13.40","U"
"USR0000CFIV","2001","35.8717","-117.9183","1264.9","FIVE MILE CALIFORNIA, CA US","   1595.4","","    1595.4","U","         0","U","        23","U","         0","U","       221","U","       118","U","   -2.2","U,0211, ","   41.1","U,0702, ","0.0","U,1127","","","","","-0.6","U,0224","-2.2","U,0211","","","","","    1525.5","5","    1525.5","U","     18.50","U","     23.68","U","     13.32","U"
"USR0000CFIV","2002","35.8717","-117.9183","1264.9","FIVE MILE CALIFORNIA, CA US","   1472.3","","    1472.3","U","         0","U","        16","U","         0","U","       208","U","       102","U","   -2.8","U,0130, ","   43.3","U,0709, ","0.0","U,1219","","","","","0.0","U,0318","-2.8","U,0130","","","","","    1353.7","7","    1353.7","U","     18.62","U","     23.91","U","     13.33","U"
"USR0000CFIV","2003","35.8717","-117.9183","1264.9","FIVE MILE CALIFORNIA, CA US","   1661.8","","    1661.8","U","         0","U","         7","U","         0","U","       200","U","       122","U","   -1.1","U,1230,+","   41.1","U,0718, ","0.0","U,1123","","","","","0.0","U,0205","","","","","","","    1356.8","8","    1356.8","U","     18.82","U","     24.08","U","     13.57","U"
"USR0000CFIV","2004","35.8717","-117.9183","1264.9","FIVE MILE CALIFORNIA, CA US","   1392.1","","    1392.1","U","         0","U","        12","U","         0","U","       213","U","        99","U","   -2.2","U,1129, ","   40.6","U,0810, ","-1.1","U,1128","-2.2","U,1129","","","0.0","U,0208","","","","","","","    1373.1","1","    1373.1","U","     18.23","U","     23.52","U","     12.94","U"
"USR0000CFIV","2005","35.8717","-117.9183","1264.9","FIVE MILE CALIFORNIA, CA US","   1265.5","","    1265.5","U","         0","U","         6","U","         0","U","       207","U","        87","U","   -1.1","U,0107, ","   41.7","U,0718,+","","","","","","","-1.1","U,0107","","","","","","","    1587.8","8","    1587.8","U","     18.10","U","     23.20","U","     13.00","U"
"USR0000CFIV","2006","35.8717","-117.9183","1264.9","FIVE MILE CALIFORNIA, CA US","   1445.0","","    1445.0","U","         0","U","        16","U","         0","U","       206","U","       108","U","   -1.7","U,0216, ","   42.2","U,0624, ","-0.6","U,1129","","","","","-0.6","U,0313","","","","","","","    1368.9","9","    1368.9","U","     18.34","U","     23.62","U","     13.06","U"
"USR0000CFIV","2007","35.8717","-117.9183","1264.9","FIVE MILE CALIFORNIA, CA US","   1507.6","","    1507.6","U","         0","U","        21","U","         2","U","       233","U","       106","U","   -7.8","U,0113, ","   42.8","U,0705, ","0.0","U,1202","-2.2","U,1227","","","0.0","U,0228","-2.8","U,0115","-5.0","U,0114","-7.8","U,0113","    1207.0","0","    1207.0","U","     18.92","U","     24.42","U","     13.41","U"
"USR0000CFIV","2008","35.8717","-117.9183","1264.9","FIVE MILE CALIFORNIA, CA US","   1528.8","","    1528.8","U","         0","U","        26","U","         0","U","       232","U","       109","U","   -3.9","U,1218, ","   42.8","U,0709, ","0.0","U,1213","-3.9","U,1218","","","0.0","U,0214","-2.8","U,0205","","","","","    1405.0","0","    1405.0","U","     18.80","U","     24.23","U","     13.38","U"
