"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1TNLR0007","2008","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       109","N","        80","N","        16","N","  92.7"," ,N,1210, ","   1425.6"," ,N"
"US1TNLR0007","2009","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       146","N","       107","N","        21","N"," 161.8"," ,N,0705, ","   1806.4"," ,N"
"US1TNLR0007","2010","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       113","N","        70","N","        13","N","  88.9"," ,N,0503, ","   1194.9"," ,N"
"US1TNLR0007","2011","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       119","N","        78","N","        21","N","  88.9"," ,N,0428, ","   1667.3"," ,N"
"US1TNLR0007","2012","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       139","N","        89","N","        16","N","  64.3"," ,N,0604, ","   1409.7"," ,N"
"US1TNLR0007","2013","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       132","N","        87","N","        14","N","  75.7"," ,N,0705, ","   1455.6"," ,N"
"US1TNLR0007","2014","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       124","N","        76","N","        19","N","  65.0"," ,N,1013, ","   1421.5"," ,N"
"US1TNLR0007","2015","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       141","N","        87","N","        16","N","  42.2"," ,N,0526, ","   1380.5"," ,N"
"US1TNLR0007","2016","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       118","N","        72","N","        18","N","  70.4"," ,N,0401, ","   1199.4"," ,N"
"US1TNLR0007","2017","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       135","N","        92","N","        18","N","  78.0"," ,N,0812, ","   1590.5"," ,N"
"US1TNLR0007","2018","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       143","N","       100","N","        20","N","  80.3"," ,N,0922, ","   1776.5"," ,N"
"US1TNLR0007","2019","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       136","N","       105","N","        25","N","  69.6"," ,N,0222, ","   1897.1"," ,N"
"US1TNLR0007","2020","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       155","N","       103","N","        20","N","  81.8"," ,N,1028, ","   1776.4"," ,N"
"US1TNLR0007","2021","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       138","N","        91","N","        18","N"," 141.2"," ,N,1006, ","   1757.1"," ,N"
"US1TNLR0007","2022","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       124","N","        86","N","        18","N","  58.9"," ,N,0323, ","   1475.6"," ,N"
"US1TNLR0007","2024","35.139167","-87.378556","281.0","LORETTO 5.2 NE, TN US","       132","N","        79","N","        17","N"," 100.6"," ,N,0315, ","   1386.9"," ,N"
